timestamp_utc,event_type,job_id,stage,env_id,regime,method,seed,run_label,git_commit,config_hash,run_dir,final_eval_mean,final_eval_std,best_eval_mean,best_eval_step,runtime,horizon_path,bucket_path,outcome,notes
2026-05-02T10:44:31+00:00,completed,1693,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_sparse_hifi,15,dense_rhs_plus2_anchor_start90_margin06_300k_vec8_s15,953ed9815950dddc686dd340ecb2a2b89d832eaa,baba69fc52bebb50,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_anchor_start90_margin06_300k_vec8_s15,906.2188720703125,31.46767234802246,906.2188720703125,300000,01:47:01,3->4->4->5->4,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->8->8->8->8->8->8->4->4,completed,Completed; no automatic classifier for this method.
2026-05-02T13:17:59+00:00,launch,1701,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_horizon_trust_region,15,dense_rhs_plus2_hcap4_start70_margin04_300k_vec8_s15,0e5a6fb40ca77835444992a05d4efa14a866bab0,06ac33cb7c1ad131,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_hcap4_start70_margin04_300k_vec8_s15,,,,,,,,launched,"RFC horizon-trust-region A: replay the near-winning Sparse-HiFi start70 family while restricting the adaptive set to H={2,3,4}; jobs 1692/1693 showed late h=5 caused plateau or regression."
2026-05-02T13:18:38+00:00,launch,1702,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_horizon_trust_region,15,dense_rhs_plus2_hcap4_start120_returnlite_300k_vec8_s15,2d92b5b3ade35c24411f616224690b3a37651973,ba3e529efe3dee37,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_hcap4_start120_returnlite_300k_vec8_s15,,,,,,,,launched,"RFC horizon-trust-region B: protect fixed h=3 learning until 120k, then use return-dominant deployment inside H={2,3,4} to test late h=4 exploitation without h=5 drift."
2026-05-02T13:19:44+00:00,launch,1703,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_horizon_trust_region_ei,15,dense_rhs_plus2_hcap4_ei_start70_300k_vec8_s15,f270fabb301fef7ddfaea49ad354469941a6bf8d,3b85a131bd9ee553,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_hcap4_ei_start70_300k_vec8_s15,,,,,,,,launched,"RFC horizon-trust-region C: use the Bayesian expected-improvement transition rule inside H={2,3,4}, testing a less heuristic switch decision while removing the observed harmful h=5 option."
2026-05-02T13:54:18+00:00,cancelled,1703,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_horizon_trust_region_ei,15,dense_rhs_plus2_hcap4_ei_start70_300k_vec8_s15,f270fabb301fef7ddfaea49ad354469941a6bf8d,3b85a131bd9ee553,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_hcap4_ei_start70_300k_vec8_s15,46.981651306152344,23.216461181640625,46.981651306152344,50000,00:34:28,2,4->4->4->4->4->4->4->4,failed,SLURM state `CANCELLED by 1002`.
2026-05-02T13:54:24+00:00,launch,1708,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_deployment_utility_posterior,15,dense_rhs_plus2_hcap4_uplift_start70_300k_vec8_s15,dc405463def7967db11a6bba9f4cb1f74106a88c,ca930bc6f823a650,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_hcap4_uplift_start70_300k_vec8_s15,,,,,,,,launched,"RFC deployment-utility posterior: same H={2,3,4} trust-region as the least-promising active EI run, but deployment can be overridden by a Bayesian UCB estimate of eval-reward gain attributed to the horizon deployed between clean eval points."
2026-05-02T14:49:55+00:00,completed,1701,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_horizon_trust_region,15,dense_rhs_plus2_hcap4_start70_margin04_300k_vec8_s15,0e5a6fb40ca77835444992a05d4efa14a866bab0,06ac33cb7c1ad131,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_hcap4_start70_margin04_300k_vec8_s15,896.6925048828125,20.500463485717773,896.6925048828125,300000,01:25:44,3->3->2->2->3,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-02T14:49:57+00:00,completed,1702,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_horizon_trust_region,15,dense_rhs_plus2_hcap4_start120_returnlite_300k_vec8_s15,2d92b5b3ade35c24411f616224690b3a37651973,ba3e529efe3dee37,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_hcap4_start120_returnlite_300k_vec8_s15,898.8212890625,24.93979263305664,908.4658203125,200000,01:25:30,3->3->4->3,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-02T14:50:06+00:00,launch,1709,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_h34_late_exploitation,15,dense_rhs_plus2_h34_start120_margin02_300k_vec8_s15,b82055108e8f2c98fffb753649aaf8a66b1f899f,b128a6ee7a9e2ea0,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_h34_start120_margin02_300k_vec8_s15,,,,,,,,launched,"Auto-generated after the H={2,3,4} family if needed. Tests a minimal adaptive set H={3,4}, preserving horizon choice while removing both downshift-to-2 and late h=5 drift."
2026-05-02T14:50:54+00:00,launch,1710,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_h34_late_exploitation,15,dense_rhs_plus2_h34_start160_returndom_300k_vec8_s15,ad0f3879149b00c02aa82da2d1a441f9458e9d3b,eb6563f63912f83e,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_h34_start160_returndom_300k_vec8_s15,,,,,,,,launched,"Auto-generated after the H={2,3,4} family if needed. Gives the baseline h=3 learner longer to mature, then tests whether h=4 return evidence alone can improve late exploitation."
2026-05-02T15:45:54+00:00,completed,1708,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_deployment_utility_posterior,15,dense_rhs_plus2_hcap4_uplift_start70_300k_vec8_s15,dc405463def7967db11a6bba9f4cb1f74106a88c,ca930bc6f823a650,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_hcap4_uplift_start70_300k_vec8_s15,863.4307861328125,28.056758880615234,863.4307861328125,300000,01:24:33,2->2->2->2->2,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-02T15:46:02+00:00,launch,1711,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_h34_late_exploitation_ei,15,dense_rhs_plus2_h34_ei_start120_300k_vec8_s15,3c47d8f87090772e4f5b911a2f631eb59c687ff1,7ec2c7516c579767,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_h34_ei_start120_300k_vec8_s15,,,,,,,,launched,"Auto-generated after the H={2,3,4} family if needed. Tests the Bayesian expected-improvement switch rule in the smallest useful adaptive set H={3,4}."
2026-05-02T16:18:57+00:00,completed,1709,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_h34_late_exploitation,15,dense_rhs_plus2_h34_start120_margin02_300k_vec8_s15,b82055108e8f2c98fffb753649aaf8a66b1f899f,b128a6ee7a9e2ea0,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_h34_start120_margin02_300k_vec8_s15,901.8836059570312,34.625823974609375,919.34619140625,250000,01:24:34,3->3->3->3,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-02T17:01:27+00:00,completed,1710,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_h34_late_exploitation,15,dense_rhs_plus2_h34_start160_returndom_300k_vec8_s15,ad0f3879149b00c02aa82da2d1a441f9458e9d3b,eb6563f63912f83e,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_h34_start160_returndom_300k_vec8_s15,904.8642578125,23.15458106994629,904.8642578125,300000,01:24:12,4->4->4,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-02T17:35:14+00:00,launch,1712,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_evidence,15,dense_rhs_plus2_fullh_all29_start70_300k_vec8_s15,eab976e7d7fb02b03625c534dbe47fc6bc1e95d7,3957bd5230fe292f,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_all29_start70_300k_vec8_s15,,,,,,,,launched,"RFC full-horizon evidence A: restore H={2..30}. Evaluate all horizons at every query with lower per-horizon eval budget so the algorithm, not a hard cap, can discover the horizon while retaining bucketed compilation only as an implementation detail."
2026-05-02T17:36:23+00:00,launch,1713,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_ei,15,dense_rhs_plus2_fullh_ei_b9_start70_300k_vec8_s15,afe921af34b572441897f78656041b9fe0de0607,7d9d7944f313e9b8,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_ei_b9_start70_300k_vec8_s15,,,,,,,,launched,"RFC full-horizon evidence B: restore H={2..30} with global posterior candidate selection and Bayesian expected-improvement switching. Transition speed is smoothed, but no horizon values are removed."
2026-05-02T17:42:00+00:00,completed,1711,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_h34_late_exploitation_ei,15,dense_rhs_plus2_h34_ei_start120_300k_vec8_s15,3c47d8f87090772e4f5b911a2f631eb59c687ff1,7ec2c7516c579767,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_h34_ei_start120_300k_vec8_s15,899.6385498046875,24.435571670532227,899.6385498046875,300000,01:23:55,3->3->3->3,4->4->4->4,completed_below_target,"Job was already terminal when cancellation was requested. It completed below the clean +2 target and is no longer active."
2026-05-02T17:42:30+00:00,launch,1715,quadruped_chaos,quadruped-run,chaos,no_rhs,15,no_rhs_chaos_parity_300k_vec8_s15_current,db08c574336a9ba0d23327ab159d749337873f92,9cb32186a5b2d761,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_chaos_no_rhs_no_rhs_chaos_parity_300k_vec8_s15_current,,,,,,,,launched,"Manual baseline override: no-RHS current-MJX chaos training with clean evaluation. Keeps 1179 parity planner settings and disables Dense-RHS."
2026-05-02T19:18:56+00:00,completed,1712,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_evidence,15,dense_rhs_plus2_fullh_all29_start70_300k_vec8_s15,eab976e7d7fb02b03625c534dbe47fc6bc1e95d7,3957bd5230fe292f,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_all29_start70_300k_vec8_s15,837.6513671875,28.396848678588867,837.6513671875,300000,01:39:11,4->3->5->5->7,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8,completed,Completed; no automatic classifier for this method.
2026-05-02T19:29:38+00:00,completed,1713,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_ei,15,dense_rhs_plus2_fullh_ei_b9_start70_300k_vec8_s15,afe921af34b572441897f78656041b9fe0de0607,7d9d7944f313e9b8,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_ei_b9_start70_300k_vec8_s15,879.5133056640625,28.175579071044922,879.5133056640625,300000,01:43:33,5->7->7->7->7,4->4->4->4->4->4->4->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8,completed,Completed; no automatic classifier for this method.
2026-05-02T19:29:40+00:00,completed,1715,quadruped_chaos,quadruped-run,chaos,no_rhs,15,no_rhs_chaos_parity_300k_vec8_s15_current,db08c574336a9ba0d23327ab159d749337873f92,9cb32186a5b2d761,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_chaos_no_rhs_no_rhs_chaos_parity_300k_vec8_s15_current,505.26690673828125,35.0055046081543,590.1742553710938,200000,01:30:18,,3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3,completed,Completed; no automatic classifier for this method.
2026-05-02T19:53:42+00:00,launch,1716,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_deployment_utility,15,dense_rhs_plus2_fullh_du_start70_300k_vec8_s15,cb273cb517404c693495d91f5c7158eef36573b0,1a7f2617d211f74a,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_du_start70_300k_vec8_s15,,,,,,,,launched,"RFC full-horizon utility evidence A: keep H={2..30}, but deploy from a posterior over observed eval-return gains between queries so horizon changes are justified by downstream utility, not only immediate query return."
2026-05-02T19:54:11+00:00,launch,1717,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_learner_proxy,15,dense_rhs_plus2_fullh_learnerproxy_start70_300k_vec8_s15,a493dfcba899ac841b4a8dd35f5301509184a1b0,c187503fab089fd2,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_learnerproxy_start70_300k_vec8_s15,,,,,,,,launched,"RFC full-horizon utility evidence B: keep H={2..30}, but add the dense learner-proxy term from prefix model losses so the search prefers horizons that are both high-return and update-compatible."
2026-05-02T19:54:46+00:00,launch,1718,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_utility_learner_proxy,15,dense_rhs_plus2_fullh_du_learnerproxy_start70_300k_vec8_s15,ce912956a47a545832872d3989d3804feb520c37,8cbf31ea01206cb9,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_du_learnerproxy_start70_300k_vec8_s15,,,,,,,,launched,"RFC full-horizon utility evidence C: keep H={2..30} and combine posterior eval-gain deployment utility with a lighter learner-proxy term, testing whether downstream gain and update compatibility together stabilize full-horizon adaptation."
2026-05-03T09:56:30+00:00,completed,1716,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_deployment_utility,15,dense_rhs_plus2_fullh_du_start70_300k_vec8_s15,cb273cb517404c693495d91f5c7158eef36573b0,1a7f2617d211f74a,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_du_start70_300k_vec8_s15,826.55810546875,19.581214904785156,826.55810546875,300000,01:27:59,2->2->2->2->2,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-03T09:56:31+00:00,completed,1717,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_learner_proxy,15,dense_rhs_plus2_fullh_learnerproxy_start70_300k_vec8_s15,a493dfcba899ac841b4a8dd35f5301509184a1b0,c187503fab089fd2,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_learnerproxy_start70_300k_vec8_s15,912.6260986328125,29.712343215942383,912.6260986328125,300000,01:49:03,3->5->7->7->9,4->4->4->4->4->4->4->4->4->4->4->4->4->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->8->12->12->12->12,completed,Completed; no automatic classifier for this method.
2026-05-03T09:56:33+00:00,completed,1718,quadruped_clean_plus2,quadruped-run,clean,dense_rhs_full_horizon_utility_learner_proxy,15,dense_rhs_plus2_fullh_du_learnerproxy_start70_300k_vec8_s15,ce912956a47a545832872d3989d3804feb520c37,8cbf31ea01206cb9,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_clean_dense_rhs_plus2_fullh_du_learnerproxy_start70_300k_vec8_s15,834.3712768554688,20.812170028686523,834.3712768554688,300000,01:27:42,3->4->4->4->4,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-04T12:48:12+00:00,launch,1810,quadruped_chaos_table,quadruped-run,chaos,dense_rhs_sparse_hifi,15,dense_rhs_winner_chaos_300k_vec8_s15,063af3662033a9f5947d74404d7d1c91604ea754,274be167ca967819,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_chaos_dense_rhs_winner_chaos_300k_vec8_s15,,,,,,,,launched,Table-driven missing cell: run selected Sparse-HiFi Dense-RHS winner architecture under chaos training with clean evaluation for quadruped-run. This is not architecture search.
2026-05-04T14:44:40+00:00,completed,1810,quadruped_chaos_table,quadruped-run,chaos,dense_rhs_sparse_hifi,15,dense_rhs_winner_chaos_300k_vec8_s15,063af3662033a9f5947d74404d7d1c91604ea754,274be167ca967819,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/quadruped-run_dense_rhs_chaos_dense_rhs_winner_chaos_300k_vec8_s15,614.44970703125,44.561885833740234,614.44970703125,300000,01:48:24,3->2->2->2->3,4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4->4,completed,Completed; no automatic classifier for this method.
2026-05-08T14:46:18+00:00,launch,1959,multienv_clean_no_rhs,fish-swim,clean,no_rhs,15,fish_swim_clean_no_rhs_300k_vec8_s15,c16e1d23e93d242d9358de79d3ad486777548fd5,64557d1a0512fff7,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/fish-swim_clean_no_rhs_fish_swim_clean_no_rhs_300k_vec8_s15,,,,,,,,launched,Table-driven clean no-RHS MJX baseline. No architecture search.
2026-05-08T14:47:20+00:00,launch,1960,multienv_clean_no_rhs,finger-turn_hard,clean,no_rhs,15,finger_turn_hard_clean_no_rhs_300k_vec8_s15,b6c5c8a010dd4ddf95942627f8ff53b58be936a5,f388d08a5c0b7c09,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/finger-turn_hard_clean_no_rhs_finger_turn_hard_clean_no_rhs_300k_vec8_s15,,,,,,,,launched,Table-driven clean no-RHS MJX baseline. No architecture search.
2026-05-08T15:40:33+00:00,completed,1959,multienv_clean_no_rhs,fish-swim,clean,no_rhs,15,fish_swim_clean_no_rhs_300k_vec8_s15,c16e1d23e93d242d9358de79d3ad486777548fd5,64557d1a0512fff7,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/fish-swim_clean_no_rhs_fish_swim_clean_no_rhs_300k_vec8_s15,505.16326904296875,284.06915283203125,596.1466064453125,250000,00:53:38,,3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3,completed,Completed; no automatic classifier for this method.
2026-05-08T15:40:58+00:00,launch,1962,multienv_clean_no_rhs,cheetah-run,clean,no_rhs,15,cheetah_run_clean_no_rhs_300k_vec8_s15,9ffa7886c622235d75dc7f7adffaeb035e712c4e,40c29969d0a58f15,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/cheetah-run_clean_no_rhs_cheetah_run_clean_no_rhs_300k_vec8_s15,,,,,,,,launched,Table-driven clean no-RHS MJX baseline. No architecture search.
2026-05-08T15:44:32+00:00,completed,1960,multienv_clean_no_rhs,finger-turn_hard,clean,no_rhs,15,finger_turn_hard_clean_no_rhs_300k_vec8_s15,b6c5c8a010dd4ddf95942627f8ff53b58be936a5,f388d08a5c0b7c09,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/finger-turn_hard_clean_no_rhs_finger_turn_hard_clean_no_rhs_300k_vec8_s15,980.5499877929688,13.987404823303223,980.5499877929688,300000,00:56:55,,3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3,completed,Completed; no automatic classifier for this method.
2026-05-08T15:44:52+00:00,launch,1963,multienv_clean_no_rhs,cartpole-swingup,clean,no_rhs,15,cartpole_swingup_clean_no_rhs_300k_vec8_s15,833083307a9c417b112b7267efb4178f1183053c,b7c2456c570c3b06,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/cartpole-swingup_clean_no_rhs_cartpole_swingup_clean_no_rhs_300k_vec8_s15,,,,,,,,launched,Table-driven clean no-RHS MJX baseline. No architecture search.
2026-05-08T16:04:30+00:00,launch,1964,multienv_clean_no_rhs,acrobot-swingup,clean,no_rhs,15,acrobot_swingup_clean_no_rhs_300k_vec8_s15,22dcf6592c633915ec004a2a26fedaf28567cf22,d896567d1d73c036,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/acrobot-swingup_clean_no_rhs_acrobot_swingup_clean_no_rhs_300k_vec8_s15,,,,,,,,launched,Table-driven clean no-RHS MJX baseline. No architecture search.
2026-05-08T16:37:34+00:00,completed,1963,multienv_clean_no_rhs,cartpole-swingup,clean,no_rhs,15,cartpole_swingup_clean_no_rhs_300k_vec8_s15,833083307a9c417b112b7267efb4178f1183053c,b7c2456c570c3b06,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/cartpole-swingup_clean_no_rhs_cartpole_swingup_clean_no_rhs_300k_vec8_s15,866.7747192382812,0.26454320549964905,867.5153198242188,200000,00:52:26,,3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3,completed,Completed; no automatic classifier for this method.
2026-05-08T16:37:43+00:00,launch,1966,multienv_clean_no_rhs,walker-run,clean,no_rhs,15,walker_run_clean_no_rhs_300k_vec8_s15,22e46d44f5e413119796f9edaf10501fbe1ad6a3,bfa134bb0f8a8d11,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/walker-run_clean_no_rhs_walker_run_clean_no_rhs_300k_vec8_s15,,,,,,,,launched,Table-driven clean no-RHS MJX baseline. No architecture search.
2026-05-08T16:38:19+00:00,completed,1962,multienv_clean_no_rhs,cheetah-run,clean,no_rhs,15,cheetah_run_clean_no_rhs_300k_vec8_s15,9ffa7886c622235d75dc7f7adffaeb035e712c4e,40c29969d0a58f15,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/cheetah-run_clean_no_rhs_cheetah_run_clean_no_rhs_300k_vec8_s15,845.8548583984375,116.47073364257812,871.3776245117188,150000,00:56:55,,3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3,completed,Completed; no automatic classifier for this method.
2026-05-08T16:57:01+00:00,completed,1964,multienv_clean_no_rhs,acrobot-swingup,clean,no_rhs,15,acrobot_swingup_clean_no_rhs_300k_vec8_s15,22dcf6592c633915ec004a2a26fedaf28567cf22,d896567d1d73c036,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/acrobot-swingup_clean_no_rhs_acrobot_swingup_clean_no_rhs_300k_vec8_s15,539.5477294921875,162.24920654296875,539.5477294921875,300000,00:50:35,,3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3,completed,Completed; no automatic classifier for this method.
2026-05-08T16:57:20+00:00,launch,1967,multienv_clean_no_rhs,hopper-hop,clean,no_rhs,15,hopper_hop_clean_no_rhs_300k_vec8_s15,f91616c5b96f1ac6e2de6bc577150b748623c504,ef5ce62dec6589d8,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/hopper-hop_clean_no_rhs_hopper_hop_clean_no_rhs_300k_vec8_s15,,,,,,,,launched,Table-driven clean no-RHS MJX baseline. No architecture search.
2026-05-08T18:05:38+00:00,completed,1966,multienv_clean_no_rhs,walker-run,clean,no_rhs,15,walker_run_clean_no_rhs_300k_vec8_s15,22e46d44f5e413119796f9edaf10501fbe1ad6a3,bfa134bb0f8a8d11,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/walker-run_clean_no_rhs_walker_run_clean_no_rhs_300k_vec8_s15,839.2001953125,10.541329383850098,839.2001953125,300000,01:26:04,,3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3,completed,Completed; no automatic classifier for this method.
2026-05-08T18:05:39+00:00,completed,1967,multienv_clean_no_rhs,hopper-hop,clean,no_rhs,15,hopper_hop_clean_no_rhs_300k_vec8_s15,f91616c5b96f1ac6e2de6bc577150b748623c504,ef5ce62dec6589d8,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/hopper-hop_clean_no_rhs_hopper_hop_clean_no_rhs_300k_vec8_s15,287.27569580078125,14.467547416687012,287.27569580078125,300000,01:06:43,,3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3->3,completed,Completed; no automatic classifier for this method.
2026-05-08T18:05:59+00:00,launch,1968,multienv_clean_dense_rhs,fish-swim,clean,dense_rhs_sparse_hifi,15,fish_swim_clean_dense_rhs_sparse_hifi_300k_vec8_s15,655887987682e5dab55db6b9a021e4f7c3ae6403,4db38f37c3640bd5,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/fish-swim_dense_rhs_clean_fish_swim_clean_dense_rhs_sparse_hifi_300k_vec8_s15,,,,,,,,launched,Table-driven selected Sparse-HiFi Dense-RHS winner on clean MJX training/eval.
2026-05-08T18:06:00+00:00,launch,1969,multienv_clean_dense_rhs,finger-turn_hard,clean,dense_rhs_sparse_hifi,15,finger_turn_hard_clean_dense_rhs_sparse_hifi_300k_vec8_s15,655887987682e5dab55db6b9a021e4f7c3ae6403,48ce664fcc9c3ddc,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/finger-turn_hard_dense_rhs_clean_finger_turn_hard_clean_dense_rhs_sparse_hifi_300k_vec8_s15,,,,,,,,launched,Table-driven selected Sparse-HiFi Dense-RHS winner on clean MJX training/eval.
2026-05-08T18:11:54+00:00,launch,1970,multienv_clean_dense_rhs,cheetah-run,clean,dense_rhs_sparse_hifi,15,cheetah_run_clean_dense_rhs_sparse_hifi_300k_vec8_s15,c178e54de98d62da00f57632ab04a523771d1365,52b94d26bfb12050,/home/goncalo/git/horizonsearch/tdmpc2-jax-codex/outputs/cheetah-run_dense_rhs_clean_cheetah_run_clean_dense_rhs_sparse_hifi_300k_vec8_s15,,,,,,,,launched,Table-driven selected Sparse-HiFi Dense-RHS winner on clean MJX training/eval.
